08X337,X337,The School for Inquiry and Social Justice,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Sep 8 2004,Open,X123,1025 MORRISON AVENUE,BRONX,NY,10472,8,8,X808,COMMUNITY SCHOOL DISTRICT 08
08X123,X123,J.H.S. 123 James M. Kieran,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 1953,Open,X123,1025 MORRISON AVENUE,BRONX,NY,10472,8,8,X808,COMMUNITY SCHOOL DISTRICT 08
03M054,M054,J.H.S. 054 Booker T. Washington,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 1950,Open,M054,103 WEST 107 STREET,MANHATTAN,NY,10025,3,3,M803,COMMUNITY SCHOOL DISTRICT 03
27Q065,Q065,P.S. 65 - The Raymond York Elementary School,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,0K 01 02 03 04 05,Jul 1 1999,Open,Q884,103-22 99 STREET,QUEENS,NY,11417,27,27,Q827,COMMUNITY SCHOOL DISTRICT 27
20K105,K105,P.S. 105 The Blythebourne,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1926,Open,K105,1031 59 STREET,BROOKLYN,NY,11219,20,20,K820,COMMUNITY SCHOOL DISTRICT 20
22K251,K251,P.S. 251 Paerdegat,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1952,Open,K251,1037 EAST 54 STREET,BROOKLYN,NY,11234,22,22,K822,COMMUNITY SCHOOL DISTRICT 22
23K156,K156,P.S. 156 Waverly,DOE,General Academic,Elementary,PK 0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1999,Open,K356,104 SUTTER AVENUE,BROOKLYN,NY,11212,23,23,K823,COMMUNITY SCHOOL DISTRICT 23
23K392,K392,I.S. 392,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,05 06 07 08,Jul 1 2001,Open,K356,104 SUTTER AVENUE,BROOKLYN,NY,11212,23,23,K823,COMMUNITY SCHOOL DISTRICT 23
29Q034,Q034,P.S. 034 John Harvard,DOE,General Academic,Elementary,PK 0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1898,Open,Q034,104-12 SPRINGFIELD BOULEVARD,QUEENS,NY,11429,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29
04M610,M610,Young Women's Leadership School,DOE,General Academic,Secondary School,06 07 08 09 10 11 12 SE,06 07 08 09 10 11 12,Jun 13 1997,Open,M895,105 EAST 106 STREET,MANHATTAN,NY,10029,4,4,M804,COMMUNITY SCHOOL DISTRICT 04
31R450,R450,Curtis High School,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Jul 1 1903,Open,R450,105 HAMILTON AVENUE,STATEN ISLAND,NY,10301,31,31,R831,COMMUNITY SCHOOL DISTRICT 31
13K605,K605,George Westinghouse Career and Technical Education High School,DOE,Career Technical,High school,09 10 11 12 SE,09 10 11 12,Jun 5 1996,Open,K580,105 JOHNSON STREET,BROOKLYN,NY,11201,13,13,K813,COMMUNITY SCHOOL DISTRICT 13
