02M620,M620,Norman Thomas High School,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Jul 1 1975,Open,M620,111 EAST 33RD STREET,MANHATTAN,NY,10016,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,true
09X403,X403,Bronx International High School,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Jul 1 2001,Open,X400,1110 BOSTON ROAD,BRONX,NY,10456,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,true
09X543,X543,High School for Violin and Dance,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Jul 1 2003,Open,X400,1110 BOSTON ROAD,BRONX,NY,10456,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,true
09X297,X297,Morris Academy for Collaborative Studies,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Sep 8 2004,Open,X400,1110 BOSTON ROAD,BRONX,NY,10456,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,true
09X404,X404,School for Excellence,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Jul 1 2001,Open,X400,1110 BOSTON ROAD,BRONX,NY,10456,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,true
08X562,X562,Blueprint Middle School,DOE,General Academic,Junior High-Intermediate-Middle,06 07 SE,6/7/2008,Jul 1 2012,Open,X125,1111 PUGSLEY AVENUE,BRONX,NY,10472,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,true
08X125,X125,J.H.S. 125 Henry Hudson,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 1952,Open,X125,1111 PUGSLEY AVENUE,BRONX,NY,10472,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,true
09X443,X443,THE FAMILY SCHOOL,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,0K 01 02 03 04 05,Jul 1 2009,Open,X090,1116 SHERIDAN AVENUE,BRONX,NY,10456,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,true
09X457,X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,DOE,General Academic,Early Childhood,0K 01 02 03 04 05 SE,0K 01 02 03 04 05,Jul 1 2009,Open,X090,1116 SHERIDAN AVENUE,BRONX,NY,10456,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,true
23K644,K644,Eagle Academy for Young Men II,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 09 10 11 SE,06 07 08 09 10 11 12,Jul 1 2008,Open,K271,1137 HERKIMER STREET,BROOKLYN,NY,11233,23,23,K823,COMMUNITY SCHOOL DISTRICT 23,true
23K522,K522,Mott Hall IV,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Sep 8 2004,Open,K271,1137 HERKIMER STREET,BROOKLYN,NY,11233,23,23,K823,COMMUNITY SCHOOL DISTRICT 23,true
84K777,K777,Ocean Hill Collegiate Charter School,Charter,General Academic,Secondary School,05 06 07 08,05 06 07 08 09 10 11 12,Jun 1 2010,Open,K271,1137 HERKIMER STREET,BROOKLYN,NY,11233,23,84,K01D,OFFICE OF CHARTER SCHOOLS,true
12X248,X248,Metropolitan High School  The,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Jul 1 2005,Open,X099,1180 REV. J.A. POLITE AVE.,BRONX,NY,10459,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,true
